	infinitive	infinitive_english	mood	mood_english	tense	tense_english	verb_english	form_1s	form_2s	form_3s	form_1p	form_2p	form_3p	gerund	gerund_english	pastparticiple	pastparticiple_english	importance
7918	obligar	to oblige	Subjuntivo	Subjunctive	Pluscuamperfecto	Past Perfect	I had obliged	hubiera obligado	hubieras obligado	hubiera obligado	hubiéramos obligado	hubierais obligado	hubieran obligado	obligando	obliging	obligado	obliged	[192]
7919	obligar	to oblige	Imperativo Afirmativo	Imperative Affirmative	Presente	Present	Oblige! Don't oblige!		obliga	obligad		obligue	obliguen	obligando	obliging	obligado	obliged	[192]
7920	obligar	to oblige	Imperativo Negativo	Imperative Negative	Presente	Present	Oblige! Don't oblige!		no obligues	no obliguéis		no obligue	no obliguen	obligando	obliging	obligado	obliged	[192]
7921	obtener	to obtain, get	Indicativo	Indicative	Presente	Present	I obtain, am obtaining	obtengo	obtienes	obtiene	obtenemos	obtenéis	obtienen	obteniendo	obtaining	obtenido	obtained	[58]
7922	obtener	to obtain, get	Indicativo	Indicative	Futuro	Future	I will obtain	obtendré	obtendrás	obtendrá	obtendremos	obtendréis	obtendrán	obteniendo	obtaining	obtenido	obtained	[58]
7923	obtener	to obtain, get	Indicativo	Indicative	Imperfecto	Imperfect	I was obtaining, used to obtain, obtained	obtenía	obtenías	obtenía	obteníamos	obteníais	obtenían	obteniendo	obtaining	obtenido	obtained	[58]
7924	obtener	to obtain, get	Indicativo	Indicative	Pretérito	Preterite	I obtained	obtuve	obtuviste	obtuvo	obtuvimos	obtuvisteis	obtuvieron	obteniendo	obtaining	obtenido	obtained	[58]
7925	obtener	to obtain, get	Indicativo	Indicative	Condicional	Conditional	I would obtain	obtendría	obtendrías	obtendría	obtendríamos	obtendríais	obtendrían	obteniendo	obtaining	obtenido	obtained	[58]
7926	obtener	to obtain, get	Indicativo	Indicative	Presente perfecto	Present Perfect	I have obtained	he obtenido	has obtenido	ha obtenido	hemos obtenido	habéis obtenido	han obtenido	obteniendo	obtaining	obtenido	obtained	[58]
7927	obtener	to obtain, get	Indicativo	Indicative	Futuro perfecto	Future Perfect	I will have obtained	habré obtenido	habrás obtenido	habrá obtenido	habremos obtenido	habréis obtenido	habrán obtenido	obteniendo	obtaining	obtenido	obtained	[58]
7928	obtener	to obtain, get	Indicativo	Indicative	Pluscuamperfecto	Past Perfect	I had obtained	había obtenido	habías obtenido	había obtenido	habíamos obtenido	habíais obtenido	habían obtenido	obteniendo	obtaining	obtenido	obtained	[58]
7929	obtener	to obtain, get	Indicativo	Indicative	Pretérito anterior	Preterite (Archaic)	I had obtained	hube obtenido	hubiste obtenido	hubo obtenido	hubimos obtenido	hubisteis obtenido	hubieron obtenido	obteniendo	obtaining	obtenido	obtained	[58]
7930	obtener	to obtain, get	Indicativo	Indicative	Condicional perfecto	Conditional Perfect	I would have obtained	habría obtenido	habrías obtenido	habría obtenido	habríamos obtenido	habríais obtenido	habrían obtenido	obteniendo	obtaining	obtenido	obtained	[58]
7931	obtener	to obtain, get	Subjuntivo	Subjunctive	Presente	Present	I obtain, am obtaining	obtenga	obtengas	obtenga	obtengamos	obtengáis	obtengan	obteniendo	obtaining	obtenido	obtained	[58]
7932	obtener	to obtain, get	Subjuntivo	Subjunctive	Imperfecto	Imperfect	I obtained, was obtaining	obtuviera	obtuvieras	obtuviera	obtuviéramos	obtuvierais	obtuvieran	obteniendo	obtaining	obtenido	obtained	[58]
7933	obtener	to obtain, get	Subjuntivo	Subjunctive	Futuro	Future	I will obtain	obtuviere	obtuvieres	obtuviere	obtuviéremos	obtuviereis	obtuvieren	obteniendo	obtaining	obtenido	obtained	[58]
7934	obtener	to obtain, get	Subjuntivo	Subjunctive	Presente perfecto	Present Perfect	I have obtained, obtained	haya obtenido	hayas obtenido	haya obtenido	hayamos obtenido	hayáis obtenido	hayan obtenido	obteniendo	obtaining	obtenido	obtained	[58]
7935	obtener	to obtain, get	Subjuntivo	Subjunctive	Futuro perfecto	Future Perfect	I will have obtained	hubiere obtenido	hubieres obtenido	hubiere obtenido	hubiéremos obtenido	hubiereis obtenido	hubieren obtenido	obteniendo	obtaining	obtenido	obtained	[58]
7936	obtener	to obtain, get	Subjuntivo	Subjunctive	Pluscuamperfecto	Past Perfect	I had obtained	hubiera obtenido	hubieras obtenido	hubiera obtenido	hubiéramos obtenido	hubierais obtenido	hubieran obtenido	obteniendo	obtaining	obtenido	obtained	[58]
7937	obtener	to obtain, get	Imperativo Afirmativo	Imperative Affirmative	Presente	Present	Obtain! Don't obtain!		obtén	obtened		obtenga	obtengan	obteniendo	obtaining	obtenido	obtained	[58]
7938	obtener	to obtain, get	Imperativo Negativo	Imperative Negative	Presente	Present	Obtain! Don't obtain!		no obtengas	no obtengáis		no obtenga	no obtengan	obteniendo	obtaining	obtenido	obtained	[58]
7939	ocurrir	to occur, happen	Indicativo	Indicative	Presente	Present	it occurs, is occurring			ocurre			ocurren	ocurriendo	occurring	ocurrido	occurred	[120]
7940	ocurrir	to occur, happen	Indicativo	Indicative	Futuro	Future	it will occur			ocurrirá			ocurrirán	ocurriendo	occurring	ocurrido	occurred	[120]
7941	ocurrir	to occur, happen	Indicativo	Indicative	Imperfecto	Imperfect	it was occurring, used to occur, occurred			ocurría			ocurrían	ocurriendo	occurring	ocurrido	occurred	[120]
7942	ocurrir	to occur, happen	Indicativo	Indicative	Pretérito	Preterite	it occurred			ocurrió			ocurrieron	ocurriendo	occurring	ocurrido	occurred	[120]
7943	ocurrir	to occur, happen	Indicativo	Indicative	Condicional	Conditional	it would occur			ocurriría			ocurrirían	ocurriendo	occurring	ocurrido	occurred	[120]
7944	ocurrir	to occur, happen	Indicativo	Indicative	Presente perfecto	Present Perfect	it has occurred			ha ocurrido			han ocurrido	ocurriendo	occurring	ocurrido	occurred	[120]
7945	ocurrir	to occur, happen	Indicativo	Indicative	Futuro perfecto	Future Perfect	it will have occurred			habrá ocurrido			habrán ocurrido	ocurriendo	occurring	ocurrido	occurred	[120]
7946	ocurrir	to occur, happen	Indicativo	Indicative	Pluscuamperfecto	Past Perfect	it had occurred			había ocurrido			habían ocurrido	ocurriendo	occurring	ocurrido	occurred	[120]
7947	ocurrir	to occur, happen	Indicativo	Indicative	Pretérito anterior	Preterite (Archaic)	it had occurred			hubo ocurrido			hubieron ocurrido	ocurriendo	occurring	ocurrido	occurred	[120]
7948	ocurrir	to occur, happen	Indicativo	Indicative	Condicional perfecto	Conditional Perfect	it would have occurred			habría ocurrido			habrían ocurrido	ocurriendo	occurring	ocurrido	occurred	[120]
7949	ocurrir	to occur, happen	Subjuntivo	Subjunctive	Presente	Present	it occurs, is occurring			ocurra			ocurran	ocurriendo	occurring	ocurrido	occurred	[120]
7950	ocurrir	to occur, happen	Subjuntivo	Subjunctive	Imperfecto	Imperfect	it occurred, was occurring			ocurriera			ocurrieran	ocurriendo	occurring	ocurrido	occurred	[120]
7951	ocurrir	to occur, happen	Subjuntivo	Subjunctive	Futuro	Future	it will occur			ocurriere			ocurrieren	ocurriendo	occurring	ocurrido	occurred	[120]
7952	ocurrir	to occur, happen	Subjuntivo	Subjunctive	Presente perfecto	Present Perfect	it has occurred, occurred			haya ocurrido			hayan ocurrido	ocurriendo	occurring	ocurrido	occurred	[120]
7953	ocurrir	to occur, happen	Subjuntivo	Subjunctive	Futuro perfecto	Future Perfect	it will have occurred			hubiere ocurrido			hubieren ocurrido	ocurriendo	occurring	ocurrido	occurred	[120]
7954	ocurrir	to occur, happen	Subjuntivo	Subjunctive	Pluscuamperfecto	Past Perfect	it had occurred			hubiera ocurrido			hubieran ocurrido	ocurriendo	occurring	ocurrido	occurred	[120]
7955	ocurrir	to occur, happen	Imperativo Afirmativo	Imperative Affirmative	Presente	Present	Occur! Don't occur!		ocurre	ocurrid		ocurra	ocurran	ocurriendo	occurring	ocurrido	occurred	[120]
7956	ocurrir	to occur, happen	Imperativo Negativo	Imperative Negative	Presente	Present	Occur! Don't occur!		no ocurras	no ocurráis		no ocurra	no ocurran	ocurriendo	occurring	ocurrido	occurred	[120]
7957	odiar	to hate	Indicativo	Indicative	Presente	Present	I hate, am hating	odio	odias	odia	odiamos	odiáis	odian	odiando	hating	odiado	hated	[255]
7958	odiar	to hate	Indicativo	Indicative	Futuro	Future	I will hate	odiaré	odiarás	odiará	odiaremos	odiaréis	odiarán	odiando	hating	odiado	hated	[255]
7959	odiar	to hate	Indicativo	Indicative	Imperfecto	Imperfect	I was hating, used to hate, hated	odiaba	odiabas	odiaba	odiábamos	odiabais	odiaban	odiando	hating	odiado	hated	[255]
7960	odiar	to hate	Indicativo	Indicative	Pretérito	Preterite	I hated	odié	odiaste	odió	odiamos	odiasteis	odiaron	odiando	hating	odiado	hated	[255]
7961	odiar	to hate	Indicativo	Indicative	Condicional	Conditional	I would hate	odiaría	odiarías	odiaría	odiaríamos	odiaríais	odiarían	odiando	hating	odiado	hated	[255]
7962	odiar	to hate	Indicativo	Indicative	Presente perfecto	Present Perfect	I have hated	he odiado	has odiado	ha odiado	hemos odiado	habéis odiado	han odiado	odiando	hating	odiado	hated	[255]
7963	odiar	to hate	Indicativo	Indicative	Futuro perfecto	Future Perfect	I will have hated	habré odiado	habrás odiado	habrá odiado	habremos odiado	habréis odiado	habrán odiado	odiando	hating	odiado	hated	[255]
7964	odiar	to hate	Indicativo	Indicative	Pluscuamperfecto	Past Perfect	I had hated	había odiado	habías odiado	había odiado	habíamos odiado	habíais odiado	habían odiado	odiando	hating	odiado	hated	[255]
7965	odiar	to hate	Indicativo	Indicative	Pretérito anterior	Preterite (Archaic)	I had hated	hube odiado	hubiste odiado	hubo odiado	hubimos odiado	hubisteis odiado	hubieron odiado	odiando	hating	odiado	hated	[255]
7966	odiar	to hate	Indicativo	Indicative	Condicional perfecto	Conditional Perfect	I would have hated	habría odiado	habrías odiado	habría odiado	habríamos odiado	habríais odiado	habrían odiado	odiando	hating	odiado	hated	[255]
7967	odiar	to hate	Subjuntivo	Subjunctive	Presente	Present	I hate, am hating	odie	odies	odie	odiemos	odiéis	odien	odiando	hating	odiado	hated	[255]
7968	odiar	to hate	Subjuntivo	Subjunctive	Imperfecto	Imperfect	I hated, was hating	odiara	odiaras	odiara	odiáramos	odiarais	odiaran	odiando	hating	odiado	hated	[255]
7969	odiar	to hate	Subjuntivo	Subjunctive	Futuro	Future	I will hate	odiare	odiares	odiare	odiáremos	odiareis	odiaren	odiando	hating	odiado	hated	[255]
7970	odiar	to hate	Subjuntivo	Subjunctive	Presente perfecto	Present Perfect	I have hated, hated	haya odiado	hayas odiado	haya odiado	hayamos odiado	hayáis odiado	hayan odiado	odiando	hating	odiado	hated	[255]
7971	odiar	to hate	Subjuntivo	Subjunctive	Futuro perfecto	Future Perfect	I will have hated	hubiere odiado	hubieres odiado	hubiere odiado	hubiéremos odiado	hubiereis odiado	hubieren odiado	odiando	hating	odiado	hated	[255]
7972	odiar	to hate	Subjuntivo	Subjunctive	Pluscuamperfecto	Past Perfect	I had hated	hubiera odiado	hubieras odiado	hubiera odiado	hubiéramos odiado	hubierais odiado	hubieran odiado	odiando	hating	odiado	hated	[255]
7973	odiar	to hate	Imperativo Afirmativo	Imperative Affirmative	Presente	Present	Hate! Don't hate!		odia	odiad		odie	odien	odiando	hating	odiado	hated	[255]
7974	odiar	to hate	Imperativo Negativo	Imperative Negative	Presente	Present	Hate! Don't hate!		no odies	no odiéis		no odie	no odien	odiando	hating	odiado	hated	[255]
7975	ofender	to offend	Indicativo	Indicative	Presente	Present	I offend, am offending	ofendo	ofendes	ofende	ofendemos	ofendéis	ofenden	ofendiendo	offending	ofendido	offended	[255]
7976	ofender	to offend	Indicativo	Indicative	Futuro	Future	I will offend	ofenderé	ofenderás	ofenderá	ofenderemos	ofenderéis	ofenderán	ofendiendo	offending	ofendido	offended	[255]
7977	ofender	to offend	Indicativo	Indicative	Imperfecto	Imperfect	I was offending, used to offend, offended	ofendía	ofendías	ofendía	ofendíamos	ofendíais	ofendían	ofendiendo	offending	ofendido	offended	[255]
7978	ofender	to offend	Indicativo	Indicative	Pretérito	Preterite	I offended	ofendí	ofendiste	ofendió	ofendimos	ofendisteis	ofendieron	ofendiendo	offending	ofendido	offended	[255]
7979	ofender	to offend	Indicativo	Indicative	Condicional	Conditional	I would offend	ofendería	ofenderías	ofendería	ofenderíamos	ofenderíais	ofenderían	ofendiendo	offending	ofendido	offended	[255]
7980	ofender	to offend	Indicativo	Indicative	Presente perfecto	Present Perfect	I have offended	he ofendido	has ofendido	ha ofendido	hemos ofendido	habéis ofendido	han ofendido	ofendiendo	offending	ofendido	offended	[255]
7981	ofender	to offend	Indicativo	Indicative	Futuro perfecto	Future Perfect	I will have offended	habré ofendido	habrás ofendido	habrá ofendido	habremos ofendido	habréis ofendido	habrán ofendido	ofendiendo	offending	ofendido	offended	[255]
7982	ofender	to offend	Indicativo	Indicative	Pluscuamperfecto	Past Perfect	I had offended	había ofendido	habías ofendido	había ofendido	habíamos ofendido	habíais ofendido	habían ofendido	ofendiendo	offending	ofendido	offended	[255]
7983	ofender	to offend	Indicativo	Indicative	Pretérito anterior	Preterite (Archaic)	I had offended	hube ofendido	hubiste ofendido	hubo ofendido	hubimos ofendido	hubisteis ofendido	hubieron ofendido	ofendiendo	offending	ofendido	offended	[255]
7984	ofender	to offend	Indicativo	Indicative	Condicional perfecto	Conditional Perfect	I would have offended	habría ofendido	habrías ofendido	habría ofendido	habríamos ofendido	habríais ofendido	habrían ofendido	ofendiendo	offending	ofendido	offended	[255]
7985	ofender	to offend	Subjuntivo	Subjunctive	Presente	Present	I offend, am offending	ofenda	ofendas	ofenda	ofendamos	ofendáis	ofendan	ofendiendo	offending	ofendido	offended	[255]
7986	ofender	to offend	Subjuntivo	Subjunctive	Imperfecto	Imperfect	I offended, was offending	ofendiera	ofendieras	ofendiera	ofendiéramos	ofendierais	ofendieran	ofendiendo	offending	ofendido	offended	[255]
7987	ofender	to offend	Subjuntivo	Subjunctive	Futuro	Future	I will offend	ofendiere	ofendieres	ofendiere	ofendiéremos	ofendiereis	ofendieren	ofendiendo	offending	ofendido	offended	[255]
7988	ofender	to offend	Subjuntivo	Subjunctive	Presente perfecto	Present Perfect	I have offended, offended	haya ofendido	hayas ofendido	haya ofendido	hayamos ofendido	hayáis ofendido	hayan ofendido	ofendiendo	offending	ofendido	offended	[255]
7989	ofender	to offend	Subjuntivo	Subjunctive	Futuro perfecto	Future Perfect	I will have offended	hubiere ofendido	hubieres ofendido	hubiere ofendido	hubiéremos ofendido	hubiereis ofendido	hubieren ofendido	ofendiendo	offending	ofendido	offended	[255]
7990	ofender	to offend	Subjuntivo	Subjunctive	Pluscuamperfecto	Past Perfect	I had offended	hubiera ofendido	hubieras ofendido	hubiera ofendido	hubiéramos ofendido	hubierais ofendido	hubieran ofendido	ofendiendo	offending	ofendido	offended	[255]
7991	ofender	to offend	Imperativo Afirmativo	Imperative Affirmative	Presente	Present	Offend! Don't offend!		ofende	ofended		ofenda	ofendan	ofendiendo	offending	ofendido	offended	[255]
7992	ofender	to offend	Imperativo Negativo	Imperative Negative	Presente	Present	Offend! Don't offend!		no ofendas	no ofendáis		no ofenda	no ofendan	ofendiendo	offending	ofendido	offended	[255]
7993	ofrecer	to offer	Indicativo	Indicative	Presente	Present	I offer, am offering	ofrezco	ofreces	ofrece	ofrecemos	ofrecéis	ofrecen	ofreciendo	offering	ofrecido	offered	[27]
7994	ofrecer	to offer	Indicativo	Indicative	Futuro	Future	I will offer	ofreceré	ofrecerás	ofrecerá	ofreceremos	ofreceréis	ofrecerán	ofreciendo	offering	ofrecido	offered	[27]
7995	ofrecer	to offer	Indicativo	Indicative	Imperfecto	Imperfect	I was offering, used to offer, offered	ofrecía	ofrecías	ofrecía	ofrecíamos	ofrecíais	ofrecían	ofreciendo	offering	ofrecido	offered	[27]
7996	ofrecer	to offer	Indicativo	Indicative	Pretérito	Preterite	I offered	ofrecí	ofreciste	ofreció	ofrecimos	ofrecisteis	ofrecieron	ofreciendo	offering	ofrecido	offered	[27]
7997	ofrecer	to offer	Indicativo	Indicative	Condicional	Conditional	I would offer	ofrecería	ofrecerías	ofrecería	ofreceríamos	ofreceríais	ofrecerían	ofreciendo	offering	ofrecido	offered	[27]
7998	ofrecer	to offer	Indicativo	Indicative	Presente perfecto	Present Perfect	I have offered	he ofrecido	has ofrecido	ha ofrecido	hemos ofrecido	habéis ofrecido	han ofrecido	ofreciendo	offering	ofrecido	offered	[27]
